session_key,subject,condition,trial,window_index,time_minutes,theta_power,alpha_power,beta_power,gamma_power,theta_alpha,beta_alpha,alpha_beta,beta_theta,dominant_frequency,dominant_band
c_concentrating_1,c,concentrating,1,11,0.4583333333333333,212.4258800202985,107.3017957446866,501.37214114159747,211.3516976821474,1.9797047994028327,4.672541942676896,0.21401627043011637,2.3602215563079625,1.0,other
c_concentrating_1,c,concentrating,1,12,0.5,196.16108448261005,74.9263051441129,527.3464759657792,211.9174470624641,2.618053620892085,7.038202070040468,0.1420817404855002,2.6883338117583113,21.5,beta
c_concentrating_1,c,concentrating,1,13,0.5416666666666666,261.7590645737694,50.492368350474464,403.8084272741551,139.43860866227627,5.184131248446573,7.997415064218524,0.12504040267637603,1.5426721818848534,0.5,other
c_concentrating_1,c,concentrating,1,14,0.5833333333333334,176.7459110656059,47.16815809024646,241.16816681022382,97.76133817707566,3.7471446463404265,5.112944337338734,0.1955820235900506,1.3644907842914973,0.5,other
c_concentrating_1,c,concentrating,1,15,0.625,92.18262546017777,33.71684538244815,138.87718460008733,54.63289439239558,2.734022842723149,4.118925807702701,0.24278174618487294,1.5065440358940663,1.5,other
c_concentrating_1,c,concentrating,1,16,0.6666666666666666,53.070607439291194,21.502885295683463,82.70839895992061,39.92055156655188,2.4680691316315913,3.84638609296417,0.2599843010635894,1.5584596248409788,1.0,other
c_concentrating_1,c,concentrating,1,17,0.7083333333333334,48.83037835112096,13.725096821484964,64.8665825706949,37.53242750362744,3.5577438167636797,4.726129324578183,0.21158963949621756,1.3284063069154124,2.0,other
c_concentrating_1,c,concentrating,1,18,0.75,118.7028205425294,54.528184092977305,173.82436686111492,110.18613039425937,2.1769076399119838,3.1877893928160685,0.31369700967497344,1.4643659355915333,1.0,other
c_concentrating_1,c,concentrating,1,19,0.7916666666666666,104.76220414872141,39.768713587363486,90.36006462656836,51.76452843960756,2.6342869733158683,2.2721394904581547,0.440113824084964,0.8625254247065322,1.0,other
c_concentrating_1,c,concentrating,1,20,0.8333333333333334,35.80155304767108,16.548002223722758,51.018932910141615,21.716544971557717,2.1634969927878642,3.083087143715891,0.3243502221590629,1.4250480375029553,1.0,other
c_concentrating_1,c,concentrating,1,21,0.875,25.042476770671897,16.122632587863244,59.05667630920502,21.200392324318493,1.5532498575650302,3.662967321705362,0.27300270850749264,2.3582602012580605,1.5,other
