session_key,subject,condition,trial,window_index,time_point,theta_power,alpha_power,beta_power,gamma_power,theta_alpha,beta_alpha,alpha_beta,beta_theta,dominant_frequency,dominant_band
d_concentrating_1,d,concentrating,1,2,2.0,52.77238889962889,27.78855078864734,354.8127235397324,263.0845270746733,1.899069487322397,12.768306135802039,0.07831892416771108,6.7234538920451925,3.0,other
d_concentrating_1,d,concentrating,1,3,3.0,64.8988807267723,23.403005411888707,361.1281204232371,187.20825891041514,2.7731002742837347,15.43084377700414,0.06480527017519631,5.564473784125884,1.0,other
d_concentrating_1,d,concentrating,1,4,4.0,84.0746289327171,18.27090726717349,435.24085881834924,185.49487846885947,4.601557421495437,23.821524156073338,0.04197884205260007,5.176839485865135,1.0,other
d_concentrating_1,d,concentrating,1,5,5.0,86.02642803730143,19.319896887174437,399.2335492789556,257.07577996495223,4.4527374312442785,20.664372672919793,0.048392468323535325,4.640824434856765,1.0,other
d_neutral_1,d,neutral,1,0,0.0,6.6451754230959565,10.062273244192879,19.64390865842985,5.502685083210885,0.6604049862123361,1.9522336734163632,0.5122337625956546,2.9561158897559765,1.0,other
d_neutral_1,d,neutral,1,1,1.0,330.27211791332434,63.342419418354076,30.92837602107328,8.709645988284576,5.214074879773613,0.48827272947694644,2.0480357382875596,0.09364513182790088,1.0,other
d_neutral_1,d,neutral,1,2,2.0,394.42246716140414,105.27182348058393,29.109442777419346,17.45997920583391,3.7467049977922193,0.27651694266308796,3.6164149305614655,0.07380269939214007,1.0,other
d_neutral_1,d,neutral,1,3,3.0,157.79687521654057,62.56068659908408,27.209550826326613,17.964330298163947,2.522300885662767,0.43493050197318284,2.2992179105931236,0.1724340281706317,1.0,other
d_neutral_1,d,neutral,1,4,4.0,24.520172593391813,12.946506525654573,19.905474729734827,9.142829527923507,1.8939605479519175,1.5375170661128146,0.6503992846910134,0.8117999436553458,1.0,other
d_neutral_1,d,neutral,1,5,5.0,21.83406893252285,14.102622553693394,20.53401077616818,6.680625107717173,1.5482275618873906,1.456042001974338,0.6867933745345517,0.9404573577022022,1.0,other
d_neutral_2,d,neutral,2,0,0.0,108.24665106013256,12.259486352886073,12.737248439326724,3.7625178091779943,8.829623684409064,1.0389708078045357,0.9624909501674206,0.11766875293214384,1.0,other
d_neutral_2,d,neutral,2,1,1.0,69.75374700594386,7.550164738816996,12.293955283577516,4.569072505617036,9.238705302326064,1.6283029190570755,0.6141363429963537,0.17624795528948317,1.0,other
d_neutral_2,d,neutral,2,2,2.0,21.29710935850055,7.374126742597324,13.40140204615105,5.0861487435079225,2.888085613646404,1.817354449407089,0.5502503929963962,0.6292592022964845,1.0,other
d_neutral_2,d,neutral,2,3,3.0,29.085475433243843,7.522171570975343,28.101623871932595,16.999669191134064,3.866632814581302,3.7358392595515966,0.2676774696457437,0.966173784452334,2.0,other
d_neutral_2,d,neutral,2,4,4.0,22.218377498498498,5.528521417279074,27.528950898585514,15.391858386150787,4.01886432583154,4.97944184724425,0.20082572117062183,1.2390171559757637,2.0,other
d_neutral_2,d,neutral,2,5,5.0,14.147795194487916,6.230944362795132,9.438764870619892,3.6836115749214495,2.27056997635289,1.514820919759548,0.6601440387809887,0.6671544746631124,1.0,other
d_relaxed_1,d,relaxed,1,0,0.0,22.973615557436514,24.43261011220249,8.90514979072853,1.9426689624052988,0.9402849491697449,0.36447803774681403,2.743649538342427,0.38762508968014614,1.0,other
d_relaxed_1,d,relaxed,1,1,1.0,30.710406642383646,21.186987222908577,10.631161702542368,1.4410800023332293,1.4494938010430196,0.5017778880353196,1.9929136453490175,0.34617456637224164,1.0,other
d_relaxed_1,d,relaxed,1,2,2.0,20.713489069718133,34.21418245213968,6.8940149459271,1.2558500887313477,0.6054065181505676,0.20149582576087427,4.96288196653142,0.3328273147378986,1.0,other
d_relaxed_1,d,relaxed,1,3,3.0,10.374588275466865,9.813722060311088,4.408399113112003,0.9526447589858201,1.0571512227174282,0.4492076590329133,2.22614191875729,0.42492280137388116,1.0,other
d_relaxed_1,d,relaxed,1,4,4.0,17.061103956703985,31.72520503596303,5.340324504954591,0.8801258770631899,0.5377775789743163,0.16833065377831005,5.940688624170562,0.31301166199483627,1.0,other
d_relaxed_1,d,relaxed,1,5,5.0,93.05040541908505,51.29701671413241,15.128285567251911,2.4131908019619894,1.8139535469993426,0.29491550457132226,3.390801719474062,0.1625816190602973,2.0,other
d_relaxed_2,d,relaxed,2,0,0.0,23.223988745497863,29.637575292886524,17.283060023269215,4.501999799860991,0.7835994853152505,0.5831468955362693,1.714833788286547,0.7441899930570566,2.0,other
d_relaxed_2,d,relaxed,2,1,1.0,29.436655482348513,34.411666768390425,18.464536541919088,4.645921626140139,0.8554266109942743,0.5365778027026603,1.8636626318926222,0.6272633979424469,1.0,other
d_relaxed_2,d,relaxed,2,2,2.0,33.96676693843419,19.238317726349017,16.789609410122235,4.770530516160353,1.7655788526619935,0.8727171288540991,1.1458466517243986,0.49429518683817975,1.0,other
d_relaxed_2,d,relaxed,2,3,3.0,37.71547767667771,17.59010211159537,19.328947323998502,4.801948318800757,2.1441306842565577,1.0988536167312462,0.9100393216838969,0.5124937695261124,1.0,other
d_relaxed_2,d,relaxed,2,4,4.0,36.887146792754294,17.132397320920067,18.77479367576264,4.946665280404925,2.153063935057825,1.0958649466316703,0.9125212035239125,0.508979287046689,1.0,other
d_relaxed_2,d,relaxed,2,5,5.0,24.81949514584309,19.79580767692442,22.4431340823976,5.847262874679631,1.2537753220736068,1.1337316692846595,0.8820429269925582,0.9042542545897233,1.0,other
