Timestamp,TP9,AF7,AF8,TP10,Label
1746196965.60075,18.5254389975496,-47.8515625,-76.171875,-13.671875,Focusing
1746196965.6046562,8.684924422576614,-47.36328125,-72.265625,-24.4140625,Focusing
1746196965.6085625,5.169885828029521,-62.98828125,-27.34375,-41.9921875,Focusing
1746196965.6124687,8.115635728656855,-60.546875,-7.32421875,-43.45703125,Focusing
1746196965.616375,10.940261667993639,-46.875,-43.9453125,-12.20703125,Focusing
1746196965.6202812,5.626854996084802,-42.48046875,-57.6171875,-8.7890625,Focusing
1746196965.6241875,-9.742727257066122,-45.8984375,-12.20703125,-46.38671875,Focusing
1746196965.6280937,-28.587319081012197,-51.7578125,-35.15625,-55.6640625,Focusing
1746196965.630125,-41.17057101822657,-51.7578125,-65.91796875,-53.22265625,Focusing
1746196965.6340313,-42.36808284038108,-46.875,-46.38671875,-52.734375,Focusing
1746196965.6379375,2.966781204669985,-43.9453125,-28.80859375,-55.6640625,Focusing
1746196965.6418438,-13.766990062833543,-35.64453125,-58.10546875,-60.05859375,Focusing
1746196965.64575,-16.95963065704504,-27.83203125,-63.96484375,-68.84765625,Focusing
1746196965.6496563,-7.482933731558546,-24.4140625,-40.0390625,-69.3359375,Focusing
1746196965.6535625,5.657786829261227,-26.3671875,-51.7578125,-57.6171875,Focusing
1746196965.6574688,12.214673076484587,-28.3203125,-62.98828125,-48.33984375,Focusing
1746196965.661375,8.251439227535712,-26.85546875,-75.68359375,-39.0625,Focusing
1746196965.6652813,-1.8870838369709588,-27.34375,-70.3125,-36.1328125,Focusing
1746196965.6691875,-10.993971043945692,-21.97265625,-7.8125,-53.7109375,Focusing
1746196965.6730938,-15.848010017437076,-20.99609375,-24.4140625,-48.828125,Focusing
1746196965.675125,6.421024671332532,-16.11328125,-44.43359375,-32.2265625,Focusing
1746196965.6790311,-1.6091456741162773,-6.8359375,-21.484375,-33.203125,Focusing
1746196965.6829374,-3.723275362452142,-13.671875,-23.92578125,-35.15625,Focusing
1746196965.6868436,-1.1094285720819954,-19.53125,-34.66796875,-27.83203125,Focusing
1746196965.69075,1.701128079254417,-28.3203125,-39.55078125,-31.25,Focusing
1746196965.6946561,1.2558752650252387,-39.0625,-45.8984375,-43.45703125,Focusing
1746196965.6985624,-2.1307484544939967,-36.62109375,-29.296875,-54.19921875,Focusing
1746196965.7024686,-6.209043068772914,-37.109375,-50.29296875,-43.9453125,Focusing
1746196965.706375,-10.007249694813538,-42.96875,-53.22265625,-30.76171875,Focusing
1746196965.7102811,-13.434817636645462,-41.9921875,-12.20703125,-39.55078125,Focusing
1746196965.7141874,9.52098168229837,-39.55078125,-31.25,-33.203125,Focusing
1746196965.7180936,3.4502804809988277,-37.109375,-84.9609375,-16.11328125,Focusing
1746196965.721125,-0.677626662927608,-27.83203125,-81.54296875,-18.5546875,Focusing
1746196965.7250311,-2.517738197595449,-26.3671875,-50.29296875,-41.50390625,Focusing
1746196965.7289374,-2.693439129322954,-38.57421875,-82.51953125,-37.59765625,Focusing
1746196965.7328436,-2.34131581946896,-38.57421875,-38.0859375,-25.87890625,Focusing
1746196965.73675,-2.38075161130584,-35.64453125,-16.6015625,-25.390625,Focusing
1746196965.7406561,-3.287135350558472,-43.9453125,-36.62109375,-27.34375,Focusing
1746196965.7445624,-5.800398259734436,-41.9921875,-9.765625,-33.69140625,Focusing
1746196965.7484686,-10.81335519852206,-38.57421875,-12.20703125,-10.7421875,Focusing
1746196965.752375,-0.033801318375736855,-44.43359375,18.5546875,-0.9765625,Focusing
1746196965.7562811,-8.645226066745536,-42.48046875,49.8046875,-34.1796875,Focusing
1746196965.7601874,-8.38060327376327,-41.9921875,-2.9296875,-32.71484375,Focusing
1746196965.7640936,-0.26087486050570874,-45.41015625,-1.953125,-27.83203125,Focusing
1746196965.765125,8.609097158533558,-47.36328125,8.30078125,-31.73828125,Focusing
1746196965.7690313,10.516161895410207,-41.015625,4.8828125,-32.71484375,Focusing
1746196965.7729375,3.4847703021406318,-46.38671875,-33.203125,-30.76171875,Focusing
1746196965.7768438,-7.164581148239179,-54.6875,-31.25,-39.55078125,Focusing
1746196965.78075,-13.778341764741029,-55.6640625,8.30078125,-52.24609375,Focusing
1746196965.7846563,-13.150313212961322,-52.24609375,3.90625,-38.57421875,Focusing
1746196965.7885625,4.331042461176395,-54.19921875,-12.6953125,-18.06640625,Focusing
1746196965.7924688,-1.6828113182058928,-63.4765625,3.41796875,-16.11328125,Focusing
1746196965.796375,-3.9396115660192663,-58.10546875,34.1796875,-27.83203125,Focusing
